Gene ID	Gene Name	SRR12951211	SRR12951212	SRR12951213	SRR12951214	SRR12951215	SRR12951216	SRR12951217	SRR12951218	SRR12951219	SRR12951220	SRR12951221	SRR12951222	SRR12951223	SRR12951224	SRR12951225	SRR12951226	SRR12951227	SRR12951228	SRR12951229
ENSG00000237807	NA	117	0	126	0	53	0	0	0	10	36	41	12	14	18	86	32	113	65	17
ENSG00000237810	NA	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	5
ENSG00000237813	NA	24	0	35	2	1	0	0	0	102	164	10	22	19	19	67	27	25	47	8
ENSG00000237816	RPL21P109	1	0	0	0	0	0	0	0	0	11	0	1	7	4	6	6	12	1	0
ENSG00000237818	RPS3AP29	1	0	0	0	0	0	0	20	11	0	3	8	10	0	8	13	2	13	2
ENSG00000237819	CDK6-AS1	0	0	0	0	14	0	0	0	0	0	0	1	9	1	0	0	0	1	0
ENSG00000237821	ST13P7	4	0	2	3	3	1	0	1	0	1	4	0	1	3	2	2	1	0	1
ENSG00000237823	CDY19P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237824	RPL23AP33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237827	RPS15AP29	143	459	67	34	10	72	6	8	106	49	71	77	122	57	95	92	44	56	34
ENSG00000237828	PA2G4P1	9	2	23	16	1	2	1	9	8	7	7	45	10	5	24	65	12	11	9
ENSG00000237832	NA	36	2	16	0	3	0	9	0	14	2	47	44	30	9	35	43	33	72	50
ENSG00000237833	ETS2P1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000237835	NA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237836	PHKA2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000237837	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237838	NA	2	0	0	0	0	0	0	0	2	0	0	0	0	1	4	0	2	11	0
ENSG00000237840	FAM21FP	2	0	0	0	1	0	0	1	0	5	4	3	8	1	7	4	6	5	1
ENSG00000237841	KRTAP19-9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237842	SMU1P1	8	8	29	32	9	1	44	6	15	33	27	14	9	9	23	17	9	11	6
ENSG00000237843	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237844	NA	0	0	0	0	0	0	0	0	0	0	0	8	1	0	5	3	2	2	2
ENSG00000237845	NA	6	0	0	0	1	0	0	0	0	0	0	2	0	11	1	3	33	10	0
ENSG00000237846	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000237848	NA	18	8	0	0	0	0	0	0	0	6	5	5	3	3	9	12	7	3	1
ENSG00000237849	NFYAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237850	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000237851	NA	52	0	58	75	0	4	0	0	17	21	39	10	14	6	15	15	7	9	6
ENSG00000237852	NA	1	1	5	0	2	0	0	0	0	1	16	1	4	3	9	6	4	0	4
ENSG00000237853	NFIA-AS1	25	106	181	28	1	1	0	124	31	32	48	47	31	82	69	35	30	50	32
ENSG00000237854	LINC00674	90	51	173	53	174	4	13	57	67	81	111	109	112	100	188	116	64	87	71
ENSG00000237856	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237859	EEF1A1P31	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0
ENSG00000237860	SLC6A14P2	5	0	38	0	4	0	0	0	0	4	1	1	0	0	6	6	8	6	1
ENSG00000237861	NA	0	1	1	0	1	0	0	0	0	11	3	0	0	0	1	1	1	0	0
ENSG00000237862	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000237863	NA	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000237864	LINC00322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237868	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237870	NA	68	18	73	125	34	0	4	33	45	60	38	37	5	15	104	37	67	29	12
ENSG00000237872	POU5F1P4	5	8	2	0	0	0	0	4	1	0	4	0	2	3	4	5	0	2	5
ENSG00000237873	DLGAP5P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237874	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237875	NA	1	0	0	0	0	2	0	0	1	3	1	4	0	6	3	4	4	0	2
ENSG00000237876	AKR1B1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000237877	LINC01473	87	47	50	68	41	0	32	17	91	58	128	138	152	148	241	100	113	81	113
ENSG00000237879	LINC00398	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0
ENSG00000237880	LINC01885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237882	PPIAP13	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
ENSG00000237883	DGUOK-AS1	52	0	16	1	5	0	0	2	8	12	24	43	80	27	77	72	87	16	42
ENSG00000237885	NA	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000237886	NALT1	11	0	33	0	4	0	0	0	2	0	5	23	13	6	49	6	8	8	5
ENSG00000237887	RPL23AP32	18	1	58	2	3	1	7	4	40	5	12	16	50	6	69	46	24	29	23
ENSG00000237888	NA	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000237891	UBE2V1P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237892	KLF7-IT1	161	83	105	123	218	0	5	370	19	18	37	77	80	96	145	83	87	130	44
ENSG00000237896	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237897	NA	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237899	NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	3
ENSG00000237901	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237902	TSPY21P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237903	NA	57	8	21	0	3	0	0	0	32	27	60	39	33	29	70	39	42	54	61
ENSG00000237904	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237906	MUPP	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
ENSG00000237910	MTCO1P18	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000237911	SRP68P3	11	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0
ENSG00000237913	FTLP19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237914	SIRPG-AS1	1	0	0	0	0	0	0	1	0	7	4	9	37	18	30	22	16	11	39
ENSG00000237916	RPL37P12	8	17	6	0	100	0	14	2	7	19	33	10	10	14	33	8	3	7	5
ENSG00000237917	PARP4P1	0	0	0	0	0	0	0	0	1	0	6	3	2	0	11	11	0	1	0
ENSG00000237919	LRRC7-AS1	0	0	0	0	3	0	0	0	4	3	14	11	7	0	5	5	2	0	1
ENSG00000237920	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237921	NA	1	0	0	2	0	0	1	0	0	0	0	0	3	1	1	1	0	25	0
ENSG00000237922	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000237923	LINC02570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237924	RPL21P112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000237926	NA	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	3	0	0	0
ENSG00000237927	NA	10	0	19	71	69	0	0	105	13	2	13	12	10	6	25	9	5	1	26
ENSG00000237928	NFIA-AS2	1	0	0	1	0	0	0	0	0	0	0	5	0	2	0	2	1	0	0
ENSG00000237929	RPL31P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237930	RPL31P14	0	0	0	2	0	1	0	0	3	1	1	0	1	0	6	0	0	2	1
ENSG00000237931	CLIC4P3	136	86	251	580	570	67	59	269	115	128	128	51	26	46	62	47	86	113	46
ENSG00000237934	NA	23	0	1	0	220	0	0	0	0	12	8	3	17	12	15	15	1	2	8
ENSG00000237936	NA	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	3
ENSG00000237937	LINC02702	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237938	NA	42	1	0	160	17	0	0	0	0	11	17	24	31	22	12	8	2	45	6
ENSG00000237939	IDI1P1	20	14	8	6	2	0	0	0	39	0	8	10	17	29	14	28	27	35	11
ENSG00000237940	LINC01238	41	3	37	4	14	13	0	45	13	7	62	15	46	8	82	39	35	76	30
ENSG00000237941	KCNQ1DN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237943	PRKCQ-AS1	54	0	1	4	19	0	3	0	41	34	41	51	81	40	55	63	67	55	62
ENSG00000237945	LINC00649	333	259	24	7	209	158	1	9	158	194	262	195	271	611	282	295	350	121	212
ENSG00000237947	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237948	MTATP6P20	0	0	0	0	0	0	0	0	0	0	0	4	1	0	3	0	0	0	0
ENSG00000237949	LINC00844	0	34	2	0	34	3	0	0	21	44	3	0	0	7	3	2	5	3	0
ENSG00000237950	NA	7	0	1	1	0	0	0	5	0	0	0	1	0	0	4	2	1	1	8
ENSG00000237951	PPIL1P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237952	RPL7AP73	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000237953	RPS13P5	7	0	4	0	23	0	0	0	0	0	13	7	4	10	10	9	8	4	4
ENSG00000237954	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000237955	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237956	TRIAP1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237957	CT47A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237959	RPL36AP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237961	NA	0	17	0	0	0	0	0	0	0	0	0	0	6	0	1	4	2	1	1
ENSG00000237963	PRXL2CP1	19	0	0	0	0	0	0	0	0	0	10	11	10	3	27	18	2	16	3
ENSG00000237964	RAD52P1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000237968	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237970	TMEM161BP1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000237971	NA	58	38	22	3	8	0	39	0	46	32	114	103	91	47	119	87	57	43	50
ENSG00000237972	TUBG1P	1	10	2	21	0	0	0	11	7	0	3	4	26	1	18	9	25	17	4
ENSG00000237973	MTCO1P12	1341	671	1092	535	1165	2555	2265	2244	1349	790	1513	1254	924	1688	868	1119	1140	1706	1859
ENSG00000237974	NA	59	1	0	0	0	0	33	0	52	57	43	68	114	69	85	288	56	83	164
ENSG00000237975	FLG-AS1	95	7	5	20	8	2	2	7	54	34	42	8	10	31	30	40	14	22	14
ENSG00000237976	RFX5-AS1	1	0	20	4	0	0	0	0	0	10	10	0	4	5	3	6	1	0	2
ENSG00000237977	EIF4HP2	1	1	4	4	3	0	0	6	0	5	10	4	23	1	17	4	7	7	10
ENSG00000237978	KCNMB2-AS1	20	0	32	6	0	0	0	0	13	10	9	14	16	17	33	14	20	51	10
ENSG00000237979	DNAJB12P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237980	LINC02773	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000237982	NA	6	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2
ENSG00000237984	PTENP1	13	13	34	5	17	9	4	1	16	24	18	7	10	11	26	14	8	10	10
ENSG00000237986	CELF2-AS2	203	14	86	105	121	22	10	60	126	152	124	86	134	149	182	187	115	283	120
ENSG00000237987	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237988	OR2I1P	18	188	0	1	0	0	0	0	19	23	9	0	27	4	29	20	11	13	9
ENSG00000237989	LINC01679	12	0	29	0	0	0	0	0	0	8	1	1	2	3	0	2	3	0	1
ENSG00000237990	CNTN4-AS1	12	0	0	0	0	0	0	0	19	0	19	9	13	6	2	7	5	4	8
ENSG00000237991	RPL35P1	3	1	10	0	2	0	0	1	0	1	0	1	2	0	1	0	0	1	1
ENSG00000237992	LINC01808	0	0	0	0	8	0	0	0	0	5	0	0	3	3	0	3	3	2	5
ENSG00000237993	NA	1	8	0	3	0	19	0	0	0	10	5	4	24	1	14	6	14	91	2
ENSG00000237994	NA	26	0	39	0	32	0	0	0	8	2	10	20	17	19	20	12	10	39	9
ENSG00000237997	RCC2P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237999	ACTG1P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000238000	PSME2P1	3	0	0	0	1	0	0	0	0	2	4	3	2	2	5	1	1	6	3
ENSG00000238001	SNRPCP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238002	NPAP1P6	0	0	0	0	0	0	0	0	0	0	0	5	1	0	19	7	1	3	3
ENSG00000238003	RPL10P4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238004	NA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000238005	NA	12	0	0	1	0	0	0	0	0	2	3	18	12	11	8	13	1	9	24
ENSG00000238007	NA	4	0	2	9	0	0	0	0	0	0	5	1	2	1	13	1	6	2	0
ENSG00000238008	COX6CP10	18	0	20	1	34	9	0	16	5	26	20	69	20	15	28	16	54	30	18
ENSG00000238009	NA	1	0	0	1	0	0	0	1	0	1	0	0	0	4	0	0	3	3	0
ENSG00000238010	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238012	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0
ENSG00000238013	NA	0	0	8	0	1	0	0	0	0	0	3	0	0	0	4	2	0	0	0
ENSG00000238015	NA	1	0	4	0	0	0	0	0	0	0	0	0	0	3	5	4	2	0	7
ENSG00000238018	NA	283	66	497	329	1039	90	21	243	474	306	234	415	241	189	383	312	475	306	212
ENSG00000238019	NA	6	0	3	0	0	0	0	0	0	1	4	2	1	0	8	6	0	0	5
ENSG00000238020	HTR3E-AS1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000238021	ODAD2P1	1	0	1	0	7	0	0	0	6	0	0	0	6	2	8	2	0	4	0
ENSG00000238022	LMX1A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238024	DDX39BP2	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	1	0	7	0
ENSG00000238025	ZDHHC4P1	23	4	1	7	0	0	0	0	13	18	19	35	82	86	46	28	25	24	23
ENSG00000238026	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000238029	RALBP1P2	0	0	2	1	2	0	0	0	1	10	0	4	2	1	4	1	2	1	1
ENSG00000238031	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238032	S100A11P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238034	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238035	NA	53	5	34	10	63	0	25	5	11	11	17	18	23	23	56	33	22	44	25
ENSG00000238037	OOSP1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238038	ATP6V0E1P3	1	0	0	0	0	0	0	0	1	0	1	1	1	0	2	0	0	0	0
ENSG00000238039	NA	5	0	0	0	0	0	0	0	0	0	9	0	1	0	4	2	2	0	3
ENSG00000238040	SALL4P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000238041	TMEM230P2	7	0	12	35	27	5	0	0	2	8	3	1	1	7	2	5	1	6	2
ENSG00000238042	LINC02257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
ENSG00000238043	NA	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
ENSG00000238045	NA	112	275	14	28	14	8	66	64	33	75	89	70	87	42	146	155	77	105	163
ENSG00000238046	MTND5P22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238047	MTND1P30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238048	ART2P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238049	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238051	ISCUP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238054	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000238055	NA	6	0	4	0	0	0	0	0	2	12	2	6	18	2	13	17	3	7	14
ENSG00000238057	ZEB2-AS1	95	17	5	1	8	5	145	120	30	68	33	31	101	68	31	93	133	40	56
ENSG00000238058	NA	2	0	0	0	0	0	0	0	0	0	1	9	13	5	5	18	9	7	4
ENSG00000238059	HSPE1P21	2	0	0	0	12	0	0	0	2	0	4	1	4	8	4	10	15	17	0
ENSG00000238061	NA	23	0	0	0	1	0	3	57	1	0	15	34	18	5	78	67	30	39	24
ENSG00000238062	SPATA3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	28
ENSG00000238063	LINC01685	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	1	0	0	0
ENSG00000238065	LRRC57P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238066	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000238067	XKRYP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238069	RPLP0P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238072	CDC26P1	8	1	10	24	2	1	1	1	9	30	24	19	16	6	28	20	17	10	9
ENSG00000238073	RBMY2HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238074	TSPY9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238075	RPSAP32	12	0	0	0	0	0	0	0	0	0	2	1	0	0	12	1	0	0	0
ENSG00000238076	MRPL48P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238077	NMNAT1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000238078	LINC01352	4	1	14	25	0	0	0	0	0	5	6	3	6	4	11	13	2	1	10
ENSG00000238079	NA	1	0	4	3	0	0	0	0	2	15	1	3	1	1	6	3	6	6	0
ENSG00000238081	NA	2	0	0	0	0	0	0	0	1	0	0	0	3	0	3	0	0	0	0
ENSG00000238082	NUDCP2	5	1	2	1	8	0	0	2	0	0	0	1	2	1	16	3	1	7	4
ENSG00000238083	LRRC37A2	173	69	120	78	54	72	27	85	56	59	65	175	144	79	197	122	172	173	96
ENSG00000238084	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000238085	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
ENSG00000238086	PPP1R26P1	3	0	0	0	0	0	0	0	0	0	2	6	1	0	6	1	1	6	1
ENSG00000238087	FMO8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000238088	OFD1P7Y	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000238090	NA	0	0	0	0	0	0	0	0	0	0	3	0	3	0	7	0	0	4	0
ENSG00000238092	CEACAMP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238094	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238097	LINC02037	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
ENSG00000238098	ABCA17P	0	0	4	7	1	0	0	19	17	2	4	0	4	1	8	7	9	3	5
ENSG00000238099	LINC01625	0	0	0	0	0	0	0	0	1	7	18	3	1	0	10	4	1	0	0
ENSG00000238102	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238103	RPL9P7	1	0	1	5	0	0	0	3	4	0	2	2	2	0	7	1	1	1	0
ENSG00000238105	GOLGA2P5	459	273	61	7	103	181	180	105	436	293	559	818	968	586	886	863	513	373	582
ENSG00000238107	LINC02806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238108	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238109	RNF14P3	51	0	44	2	6	0	0	32	5	37	25	32	29	29	35	33	28	24	61
ENSG00000238110	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1
ENSG00000238111	RPS13P4	16	0	0	0	1	0	0	0	4	1	4	2	0	2	0	2	4	3	8
ENSG00000238113	LINC01410	18	0	33	1	2	1	0	0	10	32	17	13	21	14	29	18	25	31	48
ENSG00000238116	RAD21P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238117	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238118	SLC25A24P2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000238120	LINC01589	85	0	25	55	30	0	0	0	252	19	84	13	59	27	42	99	64	33	129
ENSG00000238121	LINC00426	24	5	13	1	0	49	0	2	13	10	79	71	68	44	80	58	70	22	84
ENSG00000238122	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238123	MID1IP1-AS1	2	6	1	0	0	0	0	51	0	2	2	0	1	1	7	2	0	2	3
ENSG00000238124	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238125	SLC9A3P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000238129	NA	3	0	0	0	0	0	4	0	5	0	0	0	1	0	1	2	23	5	1
ENSG00000238131	LINC02854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238132	CASC4P1	2	2	1	4	0	0	0	0	3	3	2	7	14	1	9	8	3	19	8
ENSG00000238133	MAP3K20-AS1	229	93	302	428	736	144	0	580	50	208	177	113	47	164	264	152	119	253	73
ENSG00000238135	USP9YP10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238137	ARPC3P2	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	5	0	1
ENSG00000238138	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238139	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238140	NA	55	42	132	96	159	76	0	40	89	174	86	93	76	76	123	63	73	64	50
ENSG00000238141	BRWD1-AS1	3	0	0	0	0	0	3	0	0	1	7	7	2	3	17	5	3	0	3
ENSG00000238142	NA	28	11	120	19	72	20	0	0	36	46	41	41	49	72	62	33	36	41	20
ENSG00000238143	NA	5	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1
ENSG00000238145	TUBAP8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
ENSG00000238149	NA	30	1	15	0	37	0	0	0	6	3	16	21	18	5	35	49	23	14	44
ENSG00000238150	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238151	MLLT10P1	3	0	18	0	0	0	0	0	7	0	2	5	1	8	5	5	0	0	18
ENSG00000238152	OR7E140P	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000238153	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000238154	USP9YP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238156	NA	11	0	31	0	34	0	0	0	26	0	13	5	1	14	23	7	10	14	2
ENSG00000238158	NA	2	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000238160	LINC02863	33	11	3	0	0	0	0	37	59	13	13	31	36	50	55	16	10	18	18
ENSG00000238161	OR7E117P	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000238162	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238164	TNFRSF14-AS1	67	33	2	0	0	9	23	76	1	37	66	113	188	164	109	83	75	29	51
ENSG00000238165	NA	1	0	1	0	0	3	31	0	3	0	11	3	1	4	3	2	6	1	1
ENSG00000238166	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238168	IFITM3P5	6	0	9	0	0	2	0	0	6	2	19	5	7	13	4	8	10	1	3
ENSG00000238169	LINC01053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238171	NA	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	5	1	0	2
ENSG00000238172	RPS2P35	5	5	4	24	6	3	2	4	9	8	10	9	16	4	9	19	13	9	13
ENSG00000238173	RPL39P6	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	4	0	0
ENSG00000238176	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238178	NA	31	25	57	12	14	0	0	0	43	15	33	24	1	22	42	21	116	26	15
ENSG00000238180	RPL21P34	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4
ENSG00000238181	AHCYP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0
ENSG00000238183	RPS27P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238184	CD81-AS1	1	0	3	0	0	0	0	0	0	6	3	9	5	0	7	1	1	5	0
ENSG00000238185	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000238186	NA	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
